environment,seed,team,relay_count,map_mode,command_mode,stress,n_agents,n_payload,max_steps,success_time,alive_final,reached_final,payload_reached,attrition_rate,exposure_per_agent_step,early_exposure_per_agent_step,recovery_time,mean_effective_map_delay,early_map_mse,mean_consensus,safe_exposure_cut,safe_exposure_scale,reached_fraction,alive_fraction,payload_fraction,time_efficiency,exposure_safety,recovery_safety,strict_success,operational_score,safe_delivery_success,degraded_outcome
grid_world,519131396,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,33,12,9,1,0.0,0.20525719901852046,0.1395748953325939,14,6.0,0.0011099193418977694,0.4748172683004517,0.17,0.25,0.75,1.0,0.5,0.725,0.17897120392591814,0.30000000000000004,1,62.10559685496286,0,1
grid_world,1244069594,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,34,12,9,1,0.0,0.22980573124030698,0.1608640118682149,12,6.0,0.0003691377115250908,0.46725042093623687,0.17,0.25,0.75,1.0,0.5,0.7166666666666667,0.08077707503877207,0.4,1,61.59754571720948,0,1
grid_world,4201738639,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,35,11,11,2,0.08333333333333333,0.20995350126004667,0.1448679158694322,11,6.0,0.00254076223919048,0.46361659121469817,0.17,0.25,0.9166666666666666,0.9166666666666666,1.0,0.7083333333333333,0.16018599495981334,0.44999999999999996,1,74.57593726277072,0,1
grid_world,4158263507,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,35,10,10,2,0.16666666666666666,0.2166811648348592,0.14337070406573182,13,6.0,0.0012391275432561556,0.47905291939237327,0.17,0.25,0.8333333333333334,0.8333333333333334,1.0,0.7083333333333333,0.13327534066056324,0.35,1,69.69918810258122,0,1
grid_world,304917633,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,34,12,12,2,0.0,0.17916172194185548,0.12541320535929884,13,6.0,0.002862959815764857,0.4750465667054279,0.17,0.25,1.0,1.0,1.0,0.7166666666666667,0.2833531122325781,0.35,1,78.93361023792276,0,1
grid_world,2239118912,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,34,12,9,2,0.0,0.1824863435347511,0.12774044047432578,9,6.0,0.002972323402626698,0.44747498192603263,0.17,0.25,0.75,1.0,1.0,0.7166666666666667,0.2700546258609956,0.55,1,74.74743142872062,0,1
grid_world,3067386391,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,34,12,12,2,0.0,0.19911087447970655,0.13937761213579458,9,6.0,0.0013357240093914554,0.4750465667054279,0.17,0.25,1.0,1.0,1.0,0.7166666666666667,0.20355650208117382,0.55,1,79.81645769580311,0,1
grid_world,1982139327,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,33,12,9,2,0.0,0.18868043650970892,0.12830269682660206,10,6.0,0.0007529828536871165,0.4667918241262845,0.17,0.25,0.75,1.0,1.0,0.725,0.24527825396116432,0.5,1,74.03389555545631,0,1
grid_world,490063258,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,34,12,12,2,0.0,0.20993148451119883,0.1469520391578392,13,6.0,0.0019312029905363345,0.4711484938208324,0.17,0.25,1.0,1.0,1.0,0.7166666666666667,0.16027406195520466,0.35,1,77.21050353403953,0,1
grid_world,4100567200,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,33,12,10,1,0.0,0.1881080039679268,0.12791344269819022,15,6.0,0.002235840534373835,0.482842712474619,0.17,0.25,0.8333333333333334,1.0,0.5,0.725,0.24756798412829284,0.25,1,64.5659517777961,0,1
