stress,team,map_mode,command_mode,n,safe_delivery,operational_score,degraded,exposure,attrition,map_mse,false_safe,effective_delay,consensus
severe,homogeneous,no_shared,consensus_gated,12,0.5833333333333334,74.92785817084926,1.0,0.14379900123056988,0.0069444444444444415,0.03695556351946428,0.08611111111111108,24.0,0.5382301273605622
severe,homogeneous,no_shared,crowd_vector,12,0.5833333333333334,75.3997242440232,1.0,0.13757708463095827,0.013888888888888883,0.037643936961488954,0.09086700336700332,24.0,0.5364560135220018
severe,homogeneous,no_shared,stale_hold,12,0.5833333333333334,74.75161837353987,1.0,0.1381729811142147,0.0069444444444444415,0.03586740970575359,0.08379629629629627,24.0,0.5510885571374831
severe,homogeneous,perfect,autonomous,12,0.75,77.17532046653176,0.9166666666666666,0.12562194822434217,0.013888888888888883,0.0,0.0,24.0,0.0
severe,homogeneous,perfect,consensus_gated,12,0.4166666666666667,77.1423160145931,1.0,0.14181122453258463,0.020833333333333325,0.0,0.0,24.0,0.5480631597781357
severe,homogeneous,perfect,crowd_vector,12,0.6666666666666666,75.94259669739444,0.9166666666666666,0.13505549105152656,0.0,0.0,0.0,24.0,0.5565709429236
severe,homogeneous,perfect,stale_hold,12,0.5833333333333334,74.04183945913452,0.9166666666666666,0.14123670267920874,0.0069444444444444415,0.0,0.0,24.0,0.5667764991886176
severe,homogeneous,scout_belief,autonomous,12,0.5,77.27826598759982,0.9166666666666666,0.1446074074964474,0.0069444444444444415,0.018780193828443686,0.08553591470258136,24.0,0.0
severe,homogeneous,scout_belief,consensus_gated,12,0.9166666666666666,78.27266180120144,1.0,0.12070208703932123,0.0,0.017390224051458333,0.06828703703703701,24.0,0.5478171408123099
severe,homogeneous,scout_belief,crowd_vector,12,0.5,76.1414553213054,0.9166666666666666,0.1437162841043542,0.013888888888888883,0.0201161171716784,0.0720468574635241,24.0,0.5489040973340491
severe,homogeneous,scout_belief,stale_hold,12,0.5833333333333334,77.71653802750544,0.9166666666666666,0.13956815903867123,0.0069444444444444415,0.018733144965065875,0.07149270482603813,24.0,0.5477410985865092
severe,no_relay_hetero,delayed,autonomous,12,0.5833333333333334,74.0986601662154,1.0,0.11653957304941943,0.04166666666666665,0.0035737555401846167,0.000631313131313125,24.0,0.0
severe,no_relay_hetero,delayed,consensus_gated,12,0.4166666666666667,78.11356618909382,0.5833333333333334,0.0997471344888431,0.0486111111111111,0.0031341620005219083,0.0,24.0,0.5574076390559902
severe,no_relay_hetero,delayed,crowd_vector,12,0.3333333333333333,75.91583165500005,0.6666666666666666,0.11756470891349131,0.06944444444444442,0.005039661370884184,0.0012626262626262584,24.0,0.5590282823493883
severe,no_relay_hetero,delayed,stale_hold,12,0.4166666666666667,76.73222559925263,0.75,0.11359677232920457,0.05555555555555553,0.004345789750934658,0.0005787037037037,24.0,0.5496953605361405
severe,no_relay_hetero,no_shared,autonomous,12,0.75,73.96565586805576,0.5,0.11986641307870029,0.020833333333333325,0.03331201385912695,0.07659932659932657,24.0,0.0
severe,no_relay_hetero,no_shared,consensus_gated,12,0.75,76.96483232171377,0.5,0.11756586245772528,0.020833333333333325,0.031488147431574846,0.06676136363636359,24.0,0.5441320025076318
severe,no_relay_hetero,no_shared,crowd_vector,12,0.4166666666666667,73.0220566154698,0.75,0.11882006270928404,0.07638888888888885,0.033143078703064224,0.07440025252525248,24.0,0.5365801987516359
severe,no_relay_hetero,no_shared,stale_hold,12,0.6666666666666666,75.99864704504994,0.5,0.11738369458307761,0.03472222222222221,0.031979806476160104,0.06670875420875418,24.0,0.5370792046003782
severe,no_relay_hetero,perfect,autonomous,12,0.5833333333333334,74.68234970260902,0.6666666666666666,0.11384217663095865,0.04166666666666665,0.0,0.0,24.0,0.0
severe,no_relay_hetero,perfect,consensus_gated,12,0.5833333333333334,78.77863896833703,0.4166666666666667,0.10631980033883061,0.04166666666666665,0.0,0.0,24.0,0.5532104581522307
severe,no_relay_hetero,perfect,crowd_vector,12,0.5,77.11814965153125,0.5,0.10495685468228651,0.04166666666666665,0.0,0.0,24.0,0.5538262374644742
severe,no_relay_hetero,perfect,stale_hold,12,0.75,76.69077889931339,0.4166666666666667,0.11894781306369968,0.027777777777777766,0.0,0.0,24.0,0.5472839964825731
severe,no_relay_hetero,scout_belief,autonomous,12,0.16666666666666666,70.17729439196715,0.8333333333333334,0.1260565378616801,0.06944444444444442,0.0031692497053100667,0.0,24.0,0.0
severe,no_relay_hetero,scout_belief,consensus_gated,12,0.5,74.20358395954241,0.5,0.11212622031830168,0.04166666666666665,0.0036746667795777167,0.0,24.0,0.5639036109808947
severe,no_relay_hetero,scout_belief,crowd_vector,12,0.4166666666666667,78.29436550383109,0.5833333333333334,0.11088880663291856,0.0486111111111111,0.004150506045974059,0.000631313131313125,24.0,0.5499948348991418
severe,no_relay_hetero,scout_belief,stale_hold,12,0.6666666666666666,77.29780766984051,0.6666666666666666,0.11525799587605119,0.03472222222222221,0.004339205919861442,0.0028935185185185,24.0,0.5545505009280739
severe,relay_rich,delayed,autonomous,12,0.16666666666666666,68.67026494625958,1.0,0.13833102174396317,0.10416666666666663,0.0013590447328530918,0.0,9.341854793921401,0.0
